"","Country.or.region","Overall.rank","Score","GDP.per.capita","Social.support","Healthy.life.expectancy","Freedom.to.make.life.choices","Generosity","Perceptions.of.corruption","College.Count","mean_overall_rank <- mean(scores_overall_rank)","mean_scores_teaching_rank <- mean(scores_teaching_rank)","mean.scores.research <- mean(scores_research)","mean_scores_research_rank <- mean(scores_research_rank)","mean_scores_citation_rank <- mean(scores_citations_rank)","mean_industry_income <- mean(scores_industry_income)","mean_international_outcome_rank <- mean(scores_international_outlook_rank)","Has.Top.College","College.Ranking.Happiness.Ranking.Ratio","College.Ranking.to.GDP","College.Ranking.to.SocialSupport","College.Ranking.to.life","College.Ranking.to.freedom","College.Ranking.to.generosity","College.Ranking.to.corruption","Research.to.GDP","Research.to.Social","Research.to.Life","Research.to.Freedom","Research.to.Generosity","Research.to.Corruption"
"60","Kazakhstan",60,5.809,1.173,1.508,0.729,0.41,0.146,0.096,2,9665,688.5,8.5,1152,1093,38.35,449.5,TRUE,1663.7975555173,8239.55669224211,6409.15119363395,13257.8875171468,23573.1707317073,66198.6301369863,100677.083333333,7.2463768115942,5.63660477453581,11.6598079561043,20.7317073170732,58.2191780821918,88.5416666666667
"61","Bolivia",61,5.779,0.776,1.209,0.706,0.511,0.137,0.064,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","Hungary",62,5.758,1.201,1.41,0.828,0.199,0.081,0.02,7,7672.85714285714,906.428571428571,13.1285714285714,881.142857142857,749.285714285714,38.2285714285714,494.714285714286,TRUE,1332.55594700541,6388.72368264541,5441.74265450861,9266.73567977916,38557.0710696339,94726.6313932981,383642.857142857,10.931366718211,9.31104356636271,15.855762594893,65.9727207465901,162.081128747795,656.428571428571
"63","Paraguay",63,5.743,0.855,1.475,0.777,0.514,0.184,0.08,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","Northern Cyprus",64,5.718,1.263,1.252,1.042,0.417,0.191,0.162,1,6460,941,14.6,778,601,34,141,TRUE,1129.76565232599,5114.80601741884,5159.74440894569,6199.61612284069,15491.6067146283,33821.9895287958,39876.5432098765,11.5597783056215,11.6613418530351,14.0115163147793,35.0119904076739,76.4397905759162,90.1234567901235
"65","Peru",65,5.697,0.96,1.274,0.854,0.455,0.083,0.027,2,7585,989.5,9.7,1072.5,465,34.5,550,TRUE,1331.40249253993,7901.04166666667,5953.68916797488,8881.73302107728,16670.3296703297,91385.5421686747,280925.925925926,10.1041666666667,7.6138147566719,11.3583138173302,21.3186813186813,116.867469879518,359.259259259259
"66","Portugal",66,5.693,1.221,1.431,0.999,0.508,0.047,0.025,13,6328.46153846154,764.923076923077,19.4230769230769,653.538461538462,638.461538461538,39.2384615384615,521.307692307692,TRUE,1111.62155954006,5183.01518301518,4422.40498844272,6334.79633479633,12457.6014536644,134648.117839607,253138.461538462,15.9075159075159,13.5730796108155,19.4425194425194,38.2344033918837,413.256955810147,776.923076923077
"67","Pakistan",67,5.653,0.677,0.886,0.535,0.313,0.22,0.098,9,10071.1111111111,1108.22222222222,9.71111111111111,1085.77777777778,979.888888888889,34.5666666666667,758,TRUE,1781.55158519567,14876.0873133104,11366.9425633308,18824.5067497404,32176.0738374157,45777.7777777778,102766.439909297,14.3443295585098,10.9606220215701,18.1516095534787,31.0259140930067,44.1414141414141,99.0929705215419
"68","Russia",68,5.648,1.183,1.452,0.726,0.334,0.082,0.031,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"69","Philippines",69,5.631,0.807,1.293,0.657,0.558,0.117,0.107,2,7135,891.5,13.6,853,610.5,34.9,758,TRUE,1267.09287870716,8841.38785625774,5518.17478731632,10859.9695585997,12786.7383512545,60982.905982906,66682.2429906542,16.8525402726146,10.5181747873163,20.7001522070015,24.3727598566308,116.239316239316,127.102803738318
"70","Serbia",70,5.603,1.004,1.383,0.854,0.282,0.137,0.039,1,8280,848,18.1,649,830,40.1,750,TRUE,1477.77976084241,8247.01195219123,5986.98481561822,9695.55035128806,29361.7021276596,60437.9562043796,212307.692307692,18.0278884462151,13.0874909616775,21.1943793911007,64.1843971631206,132.116788321168,464.102564102564
"71","Moldova",71,5.529,0.685,1.328,0.739,0.245,0.181,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,NA,0,0,0,0,0,NA
"72","Libya",72,5.525,1.044,1.303,0.673,0.416,0.133,0.152,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"73","Montenegro",73,5.523,1.051,1.361,0.871,0.197,0.142,0.08,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"74","Tajikistan",74,5.467,0.493,1.098,0.718,0.389,0.23,0.144,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"75","Croatia",75,5.432,1.155,1.266,0.914,0.296,0.119,0.022,2,8850,1095.5,13.25,844,716,38.75,767,TRUE,1629.23416789396,7662.33766233766,6990.52132701422,9682.71334792122,29898.6486486487,74369.7478991597,402272.727272727,11.4718614718615,10.4660347551343,14.4967177242888,44.7635135135135,111.344537815126,602.272727272727
"76","Hong Kong",76,5.43,1.438,1.277,1.122,0.44,0.258,0.287,6,1398.33333333333,198.333333333333,53.4166666666667,196.666666666667,268.5,53.2666666666667,11,TRUE,257.519950890117,972.415391747798,1095.01435656487,1246.28639334522,3178.0303030303,5419.89664082687,4872.24157955865,37.1464997681966,41.82980944923,47.6084373143197,121.401515151515,207.041343669251,186.120789779326
"77","Dominican Republic",77,5.425,1.015,1.401,0.779,0.497,0.113,0.101,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"78","Bosnia and Herzegovina",78,5.386,0.945,1.212,0.845,0.212,0.263,0.006,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"79","Turkey",79,5.373,1.183,1.36,0.808,0.195,0.083,0.106,23,8746.95652173913,922.869565217391,15.795652173913,811.391304347826,893.521739130435,57.4652173913043,924.434782608696,TRUE,1627.94649576384,7393.87702598405,6431.58567774936,10825.4412397761,44856.1872909699,105385.018334206,82518.4577522559,13.3521996398251,11.6144501278772,19.5490744726647,81.0033444816054,190.309062336302,149.015586546349
"80","Malaysia",80,5.339,1.221,1.171,0.828,0.508,0.26,0.024,11,8360,659.272727272727,18.7363636363636,686.454545454545,920.090909090909,46.8727272727273,568.727272727273,TRUE,1565.83629893238,6846.84684684685,7139.19726729291,10096.6183574879,16456.6929133858,32153.8461538462,348333.333333333,15.345097163279,16.0003105348964,22.6284584980237,36.882605583393,72.0629370629371,780.681818181818
"81","Belarus",81,5.323,1.067,1.465,0.789,0.235,0.094,0.142,1,10260,866,8.7,1145,1157,39,403,TRUE,1927.48450122112,9615.74507966261,7003.41296928328,13003.8022813688,43659.5744680851,109148.936170213,72253.5211267606,8.15370196813496,5.93856655290102,11.0266159695817,37.0212765957447,92.5531914893617,61.2676056338028
"82","Greece",82,5.287,1.181,1.156,0.999,0.067,0,0.034,8,6758.75,980,15.6125,766.375,545.625,39.6,669.875,TRUE,1278.37147720825,5722.90431837426,5846.66955017301,6765.51551551552,100876.865671642,Inf,198786.764705882,13.2197290431837,13.5056228373702,15.6281281281281,233.022388059701,Inf,459.191176470588
"83","Mongolia",83,5.285,0.948,1.531,0.667,0.317,0.235,0.038,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"84","North Macedonia",84,5.274,0.983,1.294,0.838,0.345,0.185,0.034,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"85","Nigeria",85,5.265,0.696,1.111,0.245,0.426,0.215,0.041,3,8236.66666666667,629.666666666667,11.4666666666667,964.666666666667,873.333333333333,42.2666666666667,932.666666666667,TRUE,1564.41911997468,11834.2911877395,7413.74137413741,33619.0476190476,19334.8982785602,38310.0775193798,200894.308943089,16.4750957854406,10.3210321032103,46.8027210884354,26.9170579029734,53.3333333333333,279.674796747967
"86","Kyrgyzstan",86,5.261,0.551,1.438,0.723,0.508,0.3,0.023,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","Turkmenistan",87,5.247,1.052,1.538,0.657,0.394,0.244,0.028,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"88","Algeria",88,5.211,1.002,1.16,0.785,0.086,0.073,0.114,6,9968.33333333333,943.166666666667,7.95,1190.83333333333,1045.5,34.1666666666667,725,TRUE,1912.94057442589,9948.43646041251,8593.3908045977,12698.5138004246,115910.852713178,136552.511415525,87441.5204678363,7.93413173652695,6.85344827586207,10.1273885350318,92.4418604651163,108.904109589041,69.7368421052632
"89","Morocco",89,5.208,0.801,0.782,0.782,0.418,0.036,0.076,4,9705,892.25,7.7,1211.25,845.75,36.4,826,TRUE,1863.47926267281,12116.1048689139,12410.4859335038,12410.4859335038,23217.7033492823,269583.333333333,127697.368421053,9.61298377028714,9.84654731457801,9.84654731457801,18.4210526315789,213.888888888889,101.315789473684
"90","Azerbaijan",90,5.208,1.043,1.147,0.769,0.351,0.035,0.182,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"91","Lebanon",91,5.197,0.987,1.224,0.815,0.216,0.166,0.027,2,5500,456,12.1,926.5,521.5,36.65,98.5,TRUE,1058.30286703868,5572.44174265451,4493.46405228758,6748.46625766871,25462.962962963,33132.5301204819,203703.703703704,12.2593718338399,9.88562091503268,14.8466257668712,56.0185185185185,72.8915662650602,448.148148148148
"92","Indonesia",92,5.192,0.931,1.203,0.66,0.491,0.498,0.028,5,9788,799.2,12.24,940.6,1072,70.92,745.4,TRUE,1885.20801232666,10513.4264232009,8136.32585203657,14830.303030303,19934.8268839104,19654.6184738956,349571.428571429,13.1471535982814,10.1745635910224,18.5454545454545,24.928716904277,24.578313253012,437.142857142857
"93","China",93,5.191,1.029,1.125,0.893,0.521,0.058,0.1,72,7026.25,635.680555555556,24.0361111111111,597.694444444444,723.458333333333,59.9930555555556,934.138888888889,TRUE,1353.54459641688,6828.23129251701,6245.55555555556,7868.14109742441,13486.084452975,121142.24137931,70262.5,23.3587085627902,21.3654320987654,26.9161378623865,46.1345702708467,414.415708812261,240.361111111111
"94","Vietnam",94,5.175,0.741,1.346,0.851,0.543,0.147,0.073,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"95","Bhutan",95,5.082,0.813,1.321,0.604,0.457,0.37,0.167,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"96","Cameroon",96,5.044,0.549,0.91,0.331,0.381,0.187,0.037,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"97","Bulgaria",97,5.011,1.092,1.513,0.815,0.311,0.081,0.004,1,12030,932,9.5,1083,1128,35.2,657,TRUE,2400.71841947715,11016.4835164835,7951.09054857898,14760.736196319,38681.6720257235,148518.518518519,3007500,8.6996336996337,6.27891606080635,11.6564417177914,30.5466237942122,117.283950617284,2375
"98","Ghana",98,4.996,0.611,0.868,0.486,0.381,0.245,0.04,1,8770,1167,13.6,828,929,42.2,527,TRUE,1755.40432345877,14353.5188216039,10103.6866359447,18045.2674897119,23018.3727034121,35795.9183673469,219250,22.2585924713584,15.668202764977,27.9835390946502,35.6955380577428,55.5102040816327,340
"99","Ivory Coast",99,4.944,0.569,0.808,0.232,0.352,0.154,0.09,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"100","Nepal",100,4.913,0.446,1.226,0.677,0.439,0.285,0.089,1,9870,1258,6.6,1258,764,34,590,TRUE,2008.95583146754,22130.0448430493,8050.57096247961,14579.0251107829,22482.9157175399,34631.5789473684,110898.876404494,14.7982062780269,5.38336052202284,9.74889217134416,15.0341685649203,23.1578947368421,74.1573033707865
"101","Jordan",101,4.906,0.837,1.225,0.815,0.383,0.11,0.13,4,9030,986.25,8.8,1134.75,892.25,36.2,417.5,TRUE,1840.6033428455,10788.5304659498,7371.42857142857,11079.754601227,23577.0234986945,82090.9090909091,69461.5384615385,10.5137395459976,7.18367346938775,10.7975460122699,22.976501305483,80,67.6923076923077
"102","Benin",102,4.883,0.393,0.437,0.397,0.349,0.175,0.082,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","Congo (Brazzaville)",103,4.812,0.673,0.799,0.508,0.372,0.105,0.093,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","Gabon",104,4.799,1.057,1.183,0.571,0.295,0.043,0.055,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","Laos",105,4.796,0.764,1.03,0.551,0.547,0.266,0.164,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"106","South Africa",106,4.722,0.96,1.351,0.469,0.389,0.13,0.055,9,6225.55555555556,729.888888888889,27.1888888888889,459.555555555556,594.777777777778,54.8111111111111,428,TRUE,1318.41498423455,6484.9537037037,4608.10921950818,13274.1056621654,16003.9988574693,47888.8888888889,113191.919191919,28.3217592592593,20.1250102804507,57.9720445392087,69.8943159097401,209.145299145299,494.343434343434
"107","Albania",107,4.719,0.947,0.848,0.874,0.383,0.178,0.027,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"108","Venezuela",108,4.707,0.96,1.427,0.805,0.154,0.064,0.047,2,11050,1146.5,7.9,1201.5,1110,41.75,604.5,TRUE,2347.56745272998,11510.4166666667,7743.51786965662,13726.7080745342,71753.2467532468,172656.25,235106.382978723,8.22916666666667,5.53608969866854,9.81366459627329,51.2987012987013,123.4375,168.085106382979
"109","Cambodia",109,4.7,0.574,1.122,0.637,0.609,0.232,0.062,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","Palestinian Territories",110,4.696,0.657,1.247,0.672,0.225,0.103,0.066,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"111","Senegal",111,4.681,0.45,1.134,0.571,0.292,0.153,0.072,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"112","Somalia",112,4.668,0,0.698,0.268,0.559,0.243,0.27,0,0,0,0,0,0,0,0,FALSE,0,NA,0,0,0,0,0,NA,0,0,0,0,0
"113","Namibia",113,4.639,0.879,1.313,0.477,0.401,0.07,0.056,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","Niger",114,4.628,0.138,0.774,0.366,0.318,0.188,0.102,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"115","Burkina Faso",115,4.587,0.331,1.056,0.38,0.255,0.177,0.113,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"116","Armenia",116,4.559,0.85,1.055,0.815,0.283,0.095,0.064,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"117","Iran",117,4.548,1.1,0.842,0.785,0.305,0.27,0.125,29,8839.65517241379,746.862068965517,16.2862068965517,766.379310344828,833.793103448276,45.3379310344828,1189.34482758621,TRUE,1943.63570193795,8036.05015673981,10498.4028175936,11260.7072260048,28982.4759751272,32739.4636015326,70717.2413793103,14.8056426332288,19.3422884757146,20.7467603777729,53.3973996608253,60.3192848020434,130.289655172414
"118","Guinea",118,4.534,0.38,0.829,0.375,0.332,0.207,0.086,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"119","Georgia",119,4.519,0.886,0.666,0.752,0.346,0.043,0.164,1,11010,1123,9,1127,1252,34.4,607,TRUE,2436.37973002877,12426.6365688488,16531.5315315315,14640.9574468085,31820.8092485549,256046.511627907,67134.1463414634,10.1580135440181,13.5135135135135,11.968085106383,26.0115606936416,209.302325581395,54.8780487804878
"120","Gambia",120,4.516,0.308,0.939,0.428,0.382,0.269,0.167,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"121","Kenya",121,4.509,0.512,0.983,0.581,0.431,0.372,0.053,1,11510,1203,10.4,1022,1037,35.1,559,TRUE,2552.67243291195,22480.46875,11709.0539165819,19810.6712564544,26705.3364269142,30940.8602150538,217169.811320755,20.3125,10.5798575788403,17.9001721170396,24.1299303944316,27.9569892473118,196.22641509434
"122","Mauritania",122,4.49,0.57,1.167,0.489,0.066,0.106,0.088,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"123","Mozambique",123,4.466,0.204,0.986,0.39,0.494,0.197,0.138,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"124","Tunisia",124,4.461,0.921,1,0.815,0.167,0.059,0.055,3,11126.6666666667,655.666666666667,9.26666666666667,1108,1068.33333333333,34,694.666666666667,TRUE,2494.20907120974,12081.0712993123,11126.6666666667,13652.3517382413,66626.746506986,188587.570621469,202303.03030303,10.061527325371,9.26666666666667,11.3701431492843,55.4890219560878,157.062146892655,168.484848484848
"125","Bangladesh",125,4.456,0.562,0.928,0.723,0.527,0.166,0.143,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"126","Iraq",126,4.437,1.043,0.98,0.574,0.241,0.148,0.089,1,8210,889,7,1252,790,34.6,757,TRUE,1850.34933513635,7871.52444870566,8377.55102040816,14303.1358885017,34066.3900414938,55472.972972973,92247.191011236,6.71140939597315,7.14285714285714,12.1951219512195,29.045643153527,47.2972972972973,78.6516853932584
"127","Congo (Kinshasa)",127,4.418,0.094,1.125,0.357,0.269,0.212,0.053,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"128","Mali",128,4.39,0.385,1.105,0.308,0.327,0.153,0.052,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"129","Sierra Leone",129,4.374,0.268,0.841,0.242,0.309,0.252,0.045,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"130","Sri Lanka",130,4.366,0.949,1.265,0.831,0.47,0.244,0.047,1,10420,603,7.8,1203,1161,34,696,TRUE,2386.62391204764,10979.9789251844,8237.15415019763,12539.1095066185,22170.2127659574,42704.9180327869,221702.127659574,8.21917808219178,6.16600790513834,9.38628158844765,16.5957446808511,31.9672131147541,165.957446808511
"131","Myanmar",131,4.36,0.71,1.181,0.555,0.525,0.566,0.172,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"132","Chad",132,4.35,0.35,0.766,0.192,0.174,0.198,0.078,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"133","Ukraine",133,4.332,0.82,1.39,0.739,0.178,0.187,0.01,4,11737.5,835,8.8,1139.5,1164.75,34.375,769,TRUE,2709.48753462604,14314.0243902439,8444.24460431655,15882.949932341,65941.0112359551,62767.3796791444,1173750,10.7317073170732,6.33093525179856,11.9079837618403,49.438202247191,47.0588235294118,880
"134","Ethiopia",134,4.286,0.336,1.033,0.532,0.344,0.209,0.1,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"135","Swaziland",135,4.212,0.811,1.149,0,0.313,0.074,0.135,0,0,0,0,0,0,0,0,FALSE,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"136","Uganda",136,4.189,0.332,1.069,0.443,0.356,0.252,0.06,1,5490,1082,12.2,903,364,40,364,TRUE,1310.57531630461,16536.1445783133,5135.6407857811,12392.776523702,15421.3483146067,21785.7142857143,91500,36.7469879518072,11.4125350795136,27.5395033860045,34.2696629213483,48.4126984126984,203.333333333333
"137","Egypt",137,4.166,0.913,1.039,0.644,0.241,0.076,0.067,19,9114.73684210526,1052.57894736842,8.75263157894737,1155.26315789474,822.105263157895,35.4315789473684,638,TRUE,2187.8869040099,9983.28241194443,8772.6052378299,14153.3180778032,37820.4848220135,119930.747922438,136040.848389631,9.58667204703984,8.42409199128717,13.5910428244524,36.3179733566281,115.16620498615,130.636292223095
"138","Zambia",138,4.107,0.578,1.058,0.426,0.431,0.247,0.087,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","Togo",139,4.085,0.275,0.572,0.41,0.293,0.177,0.085,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"140","India",140,4.015,0.755,0.765,0.588,0.498,0.2,0.085,49,8360.20408163265,566.918367346939,14.4265306122449,890.755102040816,850.857142857143,40.9612244897959,1156.10204081633,TRUE,2082.24261061834,11073.1179889174,10928.3713485394,14218.0341524365,16787.5583968527,41801.0204081633,98355.3421368547,19.1079875658873,18.8582099506469,24.5349160072192,28.9689369723793,72.1326530612245,169.723889555822
"141","Liberia",141,3.975,0.073,0.922,0.443,0.37,0.233,0.033,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"142","Comoros",142,3.973,0.274,0.757,0.505,0.142,0.275,0.078,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"143","Madagascar",143,3.933,0.274,0.916,0.555,0.148,0.169,0.041,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","Lesotho",144,3.802,0.489,1.169,0.168,0.359,0.107,0.093,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"145","Burundi",145,3.775,0.046,0.447,0.38,0.22,0.176,0.18,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"146","Zimbabwe",146,3.663,0.366,1.114,0.433,0.361,0.151,0.089,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"147","Haiti",147,3.597,0.323,0.688,0.449,0.026,0.419,0.11,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"148","Botswana",148,3.488,1.041,1.145,0.538,0.455,0.025,0.1,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"149","Syria",149,3.462,0.619,0.378,0.44,0.013,0.331,0.141,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"150","Malawi",150,3.41,0.191,0.56,0.495,0.443,0.218,0.089,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"151","Yemen",151,3.38,0.287,1.163,0.463,0.143,0.108,0.077,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"152","Rwanda",152,3.334,0.359,0.711,0.614,0.555,0.217,0.411,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
"153","Tanzania",153,3.231,0.476,0.885,0.499,0.417,0.276,0.147,1,10460,1172,8.2,1186,1013,34,577,TRUE,3237.38780563293,21974.7899159664,11819.209039548,20961.9238476954,25083.932853717,37898.5507246377,71156.462585034,17.2268907563025,9.26553672316384,16.4328657314629,19.6642685851319,29.7101449275362,55.7823129251701
"154","Afghanistan",154,3.203,0.35,0.517,0.361,0,0.158,0.025,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,NA,0,0,0,0,0,NA,0,0
"155","Central African Republic",155,3.083,0.026,0,0.105,0.225,0.235,0.035,0,0,0,0,0,0,0,0,FALSE,0,0,NA,0,0,0,0,0,NA,0,0,0,0
"156","South Sudan",156,2.853,0.306,0.575,0.295,0.01,0.202,0.091,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
